VIN,Year,Make,Model,Trim,Price,Miles
1C4RJKBR6T8563653,2026,Jeep,Grand Cherokee L,Limited,47933,15
1FTBW2XG5TKA25104,2026,Ford,Transit Van,Base,57889,12
KM8RLES25TU110965,2026,Hyundai,Palisade,SEL,44654,10
5LMPJ8KA3TJ986857,2026,Lincoln,Nautilus,Reserve,62790,3148
1GNERHKW2LJ318011,2020,Chevrolet,Traverse,3LT,null,61500
4JGFB4KBXPA917196,2023,Mercedes-Benz,GLE,GLE350,46848,40968
3C4NJDBNXTT199343,2026,Jeep,Compass,Altitude,31900,2
1C4PJXDG2TW274636,2026,Jeep,Wrangler 4-Door,Sport S,47758,12
JM3KKCHD9T1382188,2026,Mazda,CX-90,Premium Package,45731,4
KNDPXCDG3S7255612,2025,Kia,Sportage,SX Prestige Hybrid,32999,11
3TMLB5JN4TM256528,2026,Toyota,Tacoma,SR5,45994,0
5NMJFCDE1TH672499,2026,Hyundai,Tucson,XRT,33673,10
4S4WMALD7T3420971,2026,Subaru,Ascent,Onyx Edition-Touring,51138,3
1FMUK8DH5TGB32513,2026,Ford,Explorer,Active,46929,11
WA125AGU6T2009183,2026,Audi,SQ5,Premium Plus,68426,14
KM8HFCAB4TU436703,2026,Hyundai,Kona,SEL Sport,30067,15
1GCUKEE83TZ344395,2026,Chevrolet,Silverado 1500,RST,61183,10
2T2BK1BA8FC293879,2015,Lexus,RX,350,20000,87811
1C6SRFFTXNN140139,2022,RAM,Ram 1500 Pickup,Big Horn/Lone Star,30410,74426
1C4RDJDG5TC265217,2026,Dodge,Durango,GT,41990,12
5XYK53DF3TG426919,2026,Kia,Sportage,SX Prestige,36748,6
YV4M12PE9T1537540,2026,Volvo,XC90,Plus,65920,0
YV4H60RM3T1485446,2026,Volvo,XC60,Ultra,76735,null
KNDPUCDF7T7499071,2026,Kia,Sportage,LX,27295,10
1GT4UZEY7TF267548,2026,GMC,Sierra 2500HD,AT4X,90000,1
7MUAAABG6TV188886,2026,Toyota,Corolla Cross,L,28094,null
5UXKR0C55J0Y02078,2018,BMW,X5,xDrive35i,null,129237
KL47LBEP0TB212956,2026,Buick,Envista,Sport Touring,29738,0
KNDNE5KA7T6138811,2026,Kia,Carnival,SX Prestige,51927,null
KMHLM4DG6TU138635,2026,Hyundai,Elantra,SEL Sport,23596,null
1FMDE6AH5TLB06596,2026,Ford,Bronco 2-Door,Base,44285,0
1GKENNKS4TJ216181,2026,GMC,Acadia,Elevation,45960,3
4S4WMABD3T3418023,2026,Subaru,Ascent,Premium,41182,25
JA4J4VA8XRZ018955,2024,Mitsubishi,Outlander,SE,26119,64362
1FMCU0MN1RUA74617,2024,Ford,Escape,ST-Line,22791,54182
5YFB4MDE9TP452243,2026,Toyota,Corolla,LE,23990,2
1GYS4MKL5NR306510,2022,Cadillac,Escalade ESV,Premium Luxury Platinum,71495,31695
KL79MSSLXMB132558,2021,Chevrolet,Trailblazer,Activ,13500,139275
1C4RJKBR9T8555658,2026,Jeep,Grand Cherokee L,Limited,46186,0
3FMCR9CN1SRF20981,2025,Ford,Bronco Sport,Outer Banks,40457,7
4T1DBADK9TU24C554,2026,Toyota,Camry,SE,36031,0
1FTYE2Y80RKA58069,2024,Ford,Transit Van,Base,39398,32927
5XYRHDJF2RG280845,2024,Kia,Sorento,X-Line EX,34895,2069
YV4M12RCXT1428905,2026,Volvo,XC60,Plus,57105,null
1GNERLKS8TJ195346,2026,Chevrolet,Traverse,RS,54643,0
1C4RJKAG0T8579458,2026,Jeep,Grand Cherokee L,Laredo,44675,12
KL77LKEP2TC141756,2026,Chevrolet,Trax,Activ,25995,null
JF1GUHJC7T8234495,2026,Subaru,Impreza,RS,33004,5
5N1BT3BB1TC814401,2026,Nissan,Rogue,SV,31332,2
KL79MUSL6TB161744,2026,Chevrolet,Trailblazer,RS,35640,5
3GKALUEG7TL177763,2026,GMC,Terrain,Elevation,28700,18646
5TDKDRBH2TS605479,2026,Toyota,Highlander,Platinum,56500,13
3GKALTEG6PL100558,2023,GMC,Terrain,SLE,25490,34104
5NMJB3DE9RH298535,2024,Hyundai,Tucson,SEL,22658,48224
WMZ23GA07T7T84796,2026,MINI,Countryman,S,43299,5244
3VV4C7B2XTM058300,2026,Volkswagen,Taos,SEL,36552,22
SALE2FEU8T2613550,2026,Land Rover,Defender,X-Dynamic SE,99531,6
1FMUK8DH9TGA46296,2026,Ford,Explorer,Active,37240,5
WA15AAGU0T2039434,2026,Audi,Q5,Premium Plus,60623,0
1V2LN2CA0TC530372,2026,Volkswagen,Atlas,SE,37877,9
W1Y4KDHYXTT233573,2026,Mercedes-Benz,Sprinter Cargo Van,Base,65194,12
1FTFW3L87TFA67062,2026,Ford,F-150,XLT,63826,0
KM8RHESA8TU092700,2026,Hyundai,Palisade,SEL Premium,51930,null
3MW5U9J08M8B69270,2021,BMW,3 Series,M340i,40000,52948
JF2SHADC3BH727652,2011,Subaru,Forester,X Premium Package,9510,113434
1G1YY32G2X5101800,1999,Chevrolet,Corvette,Base,17878,73937
SAL1P9EU5TA633195,2026,Land Rover,Range Rover Sport,SE,94570,15
JM3KMCHA1T0124236,2026,Mazda,CX-5,S Preferred,37127,3
KNAG64J71T5469389,2026,Kia,K5,GT-Line,34080,5
5FNYF9H33TB015067,2026,Honda,Passport,RTL Blackout,48055,7
5XYRHDJF7TG467022,2026,Kia,Sorento,EX,38548,15
4T1DBADK8TU19B113,2026,Toyota,Camry,XLE,38700,0
4S4SLDL62T3070203,2026,Subaru,Forester,Wilderness,40465,5
3FMCR9CN2TRE29011,2026,Ford,Bronco Sport,Outer Banks,36288,6
1FMCU9GN7TUA13781,2026,Ford,Escape,Active,34585,5
SBM16AEA2RW002103,2024,McLaren,Artura,null,180000,12093
3FTTW8J37TRA65791,2026,Ford,Maverick,XLT,35150,11
5FNYG1H42TB017187,2026,Honda,Pilot,EX-L,49707,3
KM8RMES27TU078856,2026,Hyundai,Palisade,Calligraphy,54989,1
KNDNC5KA0T6115179,2026,Kia,Carnival,EX,43135,11
WA1AECF37L1112893,2020,Audi,Q3,Premium,null,43485
3N1AB8CV8RY354813,2024,Nissan,Sentra,SV,21490,30700
JF1VA1C69L9809284,2020,Subaru,WRX,Premium,22142,62686
3FMCR9B60MRA93547,2021,Ford,Bronco Sport,Big Bend,20873,66592
LRBFZNR45PD036111,2023,Buick,Envision,Essence,26853,15003
3GCUKFED3TG366108,2026,Chevrolet,Silverado 1500,LT Trail Boss,59174,5
1C4RDJDG2TC217397,2026,Dodge,Durango,GT Plus,46507,11
7MMVABCY8TN487276,2026,Mazda,CX-50,Turbo,40067,4
JF2BURJD2TY526365,2026,Subaru,Outback,Touring,null,5
2T36CRAV3TC21E115,2026,Toyota,RAV4,XLE,39809,0
JM3KKCHD6T1398347,2026,Mazda,CX-90,Premium Package,49540,10
3MVDMBDL1TM131041,2026,Mazda,CX-30,Premium,35795,7
1FT7W2BT0TED77080,2026,Ford,F-250 Super Duty,Lariat,89760,6
1FTYE1Y85TKA18345,2026,Ford,Transit Van,Base,51018,12
2HKRS4H47TH490122,2026,Honda,CR-V,EX,36967,3
5J8TC2H5XTL017327,2026,Acura,RDX,Technology Package,49750,12
7MMVAAEW1SN128520,2025,Mazda,CX-50,Premium Plus,35877,5107
3C4NJDCN2ST509093,2025,Jeep,Compass,Limited,24908,44542
5UX23EM01P9R75845,2023,BMW,X7,40i,64367,20128
5TDYRKEC9TS323083,2026,Toyota,Sienna,XLE,50500,null
1C6RRFCG9TN378390,2026,RAM,Ram 1500 Pickup,Tradesman,44744,0
YV4M12PJ3T1540088,2026,Volvo,XC90,Core,59310,null
KL77LKEP3TC169534,2026,Chevrolet,Trax,Activ,26490,10
5XYRK4JF3TG426940,2026,Kia,Sorento,SX,40090,16
5NMJCCDE8TH690782,2026,Hyundai,Tucson,SEL Premium,36443,1
2C3CDAPP9TR249535,2026,Dodge,Charger,R/T Plus,55793,12
1GCRYEED6KZ218323,2019,Chevrolet,Silverado 1500,RST,24999,91279
3FMCR9D99PRE30857,2023,Ford,Bronco Sport,Badlands,28454,43069
1FTFW3LD7TFA76308,2026,Ford,F-150,XLT,58567,11
5XYRLDJC2TG454098,2026,Kia,Sorento,S,35981,15
WBA23GG04T7V63348,2026,BMW,2 Series,228,47750,11
3TMLB5JN7TM24B445,2026,Toyota,Tacoma,TRD Sport,48190,0
4JGFB4FB7TB627285,2026,Mercedes-Benz,GLE,GLE350,76280,7
JN1EV7CP4RM600215,2024,INFINITI,Q50,SENSORY,36370,37466
JTM7ERAV8TD000906,2026,Toyota,RAV4 Plug-in Hybrid,SE,48002,5
KM8RJES20TU058408,2026,Hyundai,Palisade,XRT Pro,50781,15
KM8RFES29TU098746,2026,Hyundai,Palisade,SE,43055,5
WA125AGU9T2011087,2026,Audi,SQ5,Premium Plus,74198,11
5TDESKFC1TS21D123,2026,Toyota,Sienna,Platinum,60705,0
1FTFW3L8XTFA82350,2026,Ford,F-150,XLT,null,null
5NPDH4AE1GH785380,2016,Hyundai,Elantra,SE,8000,110986
WP1AA2AY5RDA05569,2024,Porsche,Cayenne,Base,76994,13911
W1K6G6DB3PA215242,2023,Mercedes-Benz,S-Class,S 500,76411,822
1C4PJMDX5KD267866,2019,Jeep,Cherokee,Limited,18100,39168
5XXG44J8XPG177176,2023,Kia,K5,GT,26156,75825
3N1AB9CV3TY255751,2026,Nissan,Sentra,SV,23051,6
3VV5C7B20TM061095,2026,Volkswagen,Taos,S,27229,1
1FMUK8KH6TGB58881,2026,Ford,Explorer,ST-LINE,45754,0
3VVCR7RM9TM067040,2026,Volkswagen,Tiguan,S,29342,10
7YAKNDDC4TY067141,2026,Hyundai,IONIQ 5,SEL,45635,0
3FMCR9G68RRE53518,2024,Ford,Bronco Sport,Heritage,26995,3834
3GTUUDE85TG332818,2026,GMC,Sierra 1500,SLT,69530,5
5NMJCCDE7TH665971,2026,Hyundai,Tucson,SEL Premium,34035,14
5LMCJ1DA2TUL00762,2026,Lincoln,Corsair,Premiere,46518,387
3KPF24AD5PE650277,2023,Kia,Forte,LXS,14290,79789
1FMEE8BH7SLB70653,2025,Ford,Bronco 4-Door,Outer Banks,53779,10
4S4WMAKD1T3414987,2026,Subaru,Ascent,Touring,52959,null
JF2BURJD6TY454876,2026,Subaru,Outback,Touring,50873,null
W1NKM4HB3TF597665,2026,Mercedes-Benz,GLC,Base,59448,6
4JGFD5KB8TB615328,2026,Mercedes-Benz,GLE Coupe,GLE450,84193,6
4T1DBADK2TU23E084,2026,Toyota,Camry,SE,35608,0
W1N4M4HB3TW443398,2026,Mercedes-Benz,GLB,GLB 250,42402,2312
JA4AZ3A33LZ028809,2020,Mitsubishi,Outlander,SEL,14352,108364
JTEVA5BR6T5130749,2026,Toyota,4Runner,TRD Off-Road,51023,null
KMHLS4DG1TU174819,2026,Hyundai,Elantra,SEL,26406,11
3TYLC5LN1TT067186,2026,Toyota,Tacoma,TRD Pro,64273,0
KMHLS4DG2TU202546,2026,Hyundai,Elantra,SEL,24076,1
KNDPVDDG3T7382700,2026,Kia,Sportage,X-Line Hybrid,35880,10
1FTFW3L81SKE12477,2025,Ford,F-150,XLT,50077,13552
19UDE4H6XRA002981,2024,Acura,Integra,A-Spec with Tech Package,29725,35548
3GKALUEGXTL489964,2026,GMC,Terrain,Elevation,37349,0
1C6PJTAG3TL186457,2026,Jeep,Gladiator,Willys,46869,0
5LMPJ8J46TJ003116,2026,Lincoln,Nautilus,Premiere,59015,17
3FMCR9BN7SRF57146,2025,Ford,Bronco Sport,Big Bend,30717,2460
5XYPLESA1VG017755,2027,Kia,Telluride,SX-Prestige,59010,0
1V2KN2CA7TC572887,2026,Volkswagen,Atlas,SE w/Tech,50486,10
3FMCR9CN1TRE42042,2026,Ford,Bronco Sport,Outer Banks,34850,10
KL79MUSL4TB190885,2026,Chevrolet,Trailblazer,RS,33306,3
1G1ZC5ST6LF006060,2020,Chevrolet,Malibu,null,17383,47971
5N1BT3AB4SC767459,2025,Nissan,Rogue,S,27913,2594
KL77LHEP2TC098796,2026,Chevrolet,Trax,LT,24998,5
2T2BAMCA7TC23D045,2026,Lexus,RX,350,58948,null
3GCUKCED4TG358498,2026,Chevrolet,Silverado 1500,Custom Trail Boss,59250,null
JF2BURJD4TY483681,2026,Subaru,Outback,Touring,46876,10
1C4RJKAG7T8584558,2026,Jeep,Grand Cherokee L,Laredo,45140,12
SJAAM2ZVXNC016748,2022,Bentley,Bentayga,null,125368,36533
KMHRC8A37TU425536,2026,Hyundai,Venue,SEL,24377,1602
KNDRKDJG8T5441533,2026,Kia,Sorento,SX Prestige Hybrid,46583,30
1G6DS5RK1T0105053,2026,Cadillac,CT5,Premium Luxury,49220,3954
1G1ZE5ST9RF183818,2024,Chevrolet,Malibu,2LT,19231,71473
3GYK3DMR0SS134822,2025,Cadillac,OPTIQ,Luxury 2,45178,11874
JA4ARUAU2PU003661,2023,Mitsubishi,Outlander Sport,LE,20210,22045
1GT19MEY7MF294337,2021,GMC,Sierra 2500HD,SLE,44192,94691
1GKKNRL49PZ197693,2023,GMC,Acadia,SLE,32078,25767
7SAXCBE63NF331746,2022,Tesla,Model X,Plaid,57995,39738
5UX23EU03T9451333,2026,BMW,X5,40i,83645,4
1FMEE8BP2TLA92100,2026,Ford,Bronco 4-Door,Outer Banks,62772,10
JM3KMEHA9T0145864,2026,Mazda,CX-5,S Premium Plus,42467,null
4T1DAACK4TU22E919,2026,Toyota,Camry,SE,33414,null
1FMUK8DH8TGC20813,2026,Ford,Explorer,Active,45389,0
1C4RJKAG2S8628609,2025,Jeep,Grand Cherokee L,Altitude,38440,14703
JTMEWRFV9KJ019820,2019,Toyota,RAV4,XSE,19423,143537
1GYS4BKJXFR153384,2015,Cadillac,Escalade,Luxury,16781,183034
5TDKBRCH5RS630325,2024,Toyota,Highlander,XLE,40490,44843
3VVMR7RM6TM104615,2026,Volkswagen,Tiguan,SE,34814,5
YV4H60PFXT1499977,2026,Volvo,XC90,Ultra,82745,null
1C4PJXAN6TW232070,2026,Jeep,Wrangler 2-Door,Sport,38362,9
KNDNE5KA0T6167048,2026,Kia,Carnival,SX,50698,11
1C4RJHBRXT8593225,2026,Jeep,Grand Cherokee,Limited Reserve,54505,null
1GNSKHKC5GR120754,2016,Chevrolet,Suburban,LT,23877,88290
WP1AA2A52TLB10959,2026,Porsche,Macan,Base,78697,11
W1NKM4HBXTU111316,2026,Mercedes-Benz,GLC,Base,46754,5671
WDD7X8KB5KA004183,2019,Mercedes-Benz,AMG GT 4-Door Coupe,63 S,null,52150
1C4JJXP62PW556189,2023,Jeep,Wrangler 4xe,Sahara 4XE,30408,22894
1FT7W2BN6TED45753,2026,Ford,F-250 Super Duty,XLT,61381,2
WP0AG2YA5TL070881,2026,Porsche,Panamera,GTS,null,0
JF2BURJD4TY531986,2026,Subaru,Outback,Touring,50714,null
5TDACAB56TS21D745,2026,Toyota,Grand Highlander,Limited,58847,0
1GNEVGRSXSJ216270,2025,Chevrolet,Traverse,LT,41598,13055
1GCPYBEK0MZ417200,2021,Chevrolet,Silverado 1500,Custom,27402,91553
YV4L12RV8P1265786,2023,Volvo,XC60,Core,32900,39430
1FD0X4HNXREE86444,2024,Ford,F-450 Super Duty Chassis Cab,XL,68991,147
3FMCR9CN6TRE15581,2026,Ford,Bronco Sport,Outer Banks,36452,28
YV4EK3ZK7T2629685,2026,Volvo,EX30,Plus,42285,null
5N1AZ3CS4TC118575,2026,Nissan,Murano,SL,45745,5
WA1VVBF76TD010000,2026,Audi,Q7,Prestige,74886,31
3FMCR9BN4TRE35572,2026,Ford,Bronco Sport,Big Bend,34478,2
WP0AG2A79PL135137,2023,Porsche,Panamera,GTS,112000,32490
KNDNC5K37T6613185,2026,Kia,Carnival,EX,43495,5
5XYPLESA5VG015765,2027,Kia,Telluride,X-Line SX Prestige,61692,null
1C4RJKBR7T8591753,2026,Jeep,Grand Cherokee L,Limited,47333,null
5NTJBDDE0TH163462,2026,Hyundai,Santa Cruz,SEL,35090,15
1GCPTBEK8T1128724,2026,Chevrolet,Colorado,Work Truck,38287,3
1C6JJTBG1NL163783,2022,Jeep,Gladiator,Rubicon,34582,42162
1V2BR2CA0PC511553,2023,Volkswagen,Atlas,SEL,31910,32026
5J8YE1H08RL032724,2024,Acura,MDX,A-Spec Package,44850,27423
5GAEVBKW3NJ159764,2022,Buick,Enclave,Premium,28255,55141
1C4SDJCT1TC233526,2026,Dodge,Durango,GT HEMI Plus V8,48097,0
KNDNC5K37T6634716,2026,Kia,Carnival,EX,43908,6
3N8AP6CB0TL413421,2026,Nissan,KICKS,SV AWD,null,10
JTM7ERAV9TJ003668,2026,Toyota,RAV4 Plug-in Hybrid,XSE,50929,0
4T1DAACK6TU20B691,2026,Toyota,Camry,LE,32964,0
3TMLB5JN9TM24A345,2026,Toyota,Tacoma,SR5,45829,0
WP1AG2AY6TDA26498,2026,Porsche,Cayenne,GTS,154330,13
5XYK33DF5TG431562,2026,Kia,Sportage,EX,32055,12
5UX53GP02T9401026,2026,BMW,X3,30,63067,4
2T2HGCEZ0TC22B325,2026,Lexus,NX,350,59718,null
7MMVABDL0TN490921,2026,Mazda,CX-50,Premium,36830,3
3GNKDARM8TS102403,2026,Chevrolet,Blazer EV,LT,41285,4243
5NMJBCDE5TH676082,2026,Hyundai,Tucson,SEL,31349,14
3GNKDARM5TS148125,2026,Chevrolet,Blazer EV,LT,43290,5
1GNERGRS2SJ166663,2025,Chevrolet,Traverse,LT,37348,15381
5GAERCKW5PJ172383,2023,Buick,Enclave,Premium,33550,36357
JTEKU5JR5P6087730,2023,Toyota,4Runner,Limited,35962,98069
JF2GTHSC5MH288618,2021,Subaru,Crosstrek,Sport,23411,59058
SHHFK7H90LU418689,2020,Honda,Civic Hatchback,Sport Touring,19803,99470
1FMUK8KH3TGB90705,2026,Ford,Explorer,ST-LINE,52299,0
5FNYG1H84TB035693,2026,Honda,Pilot,Elite,56338,0
W1K6G7GB0TA375705,2026,Mercedes-Benz,S-Class,S 580,147188,0
SALKPBE96TA362929,2026,Land Rover,Range Rover,SE,156985,12
WU1ARBF18TD014573,2026,Audi,RS Q8,Base,152111,13
7FARS6H96TE121746,2026,Honda,CR-V,Sport Touring,38833,5
5TFNA5DBXTX411218,2026,Toyota,Tundra,Platinum,64471,null
3N1AB8CV1PY256221,2023,Nissan,Sentra,SV,17992,25719
1FT8W3DT0REE52411,2024,Ford,F-350 Super Duty,XLT,59398,31716
1C4JJXN66PW690061,2023,Jeep,Wrangler 4xe,Willys 4XE,26962,15285
1GCPKEEK2SZ180404,2025,Chevrolet,Silverado 1500,RST,45500,11610
3FMCR9BN2SRE00981,2025,Ford,Bronco Sport,Big Bend,25744,9587
3C4NJDBN1TT193995,2026,Jeep,Compass,Altitude,31802,12
KM8JBDD13TU492086,2026,Hyundai,Tucson,SEL,36820,null
JTMBDAFB0TA011039,2026,Toyota,bZ,XLE,43333,0
3HDSA1H39TM702828,2026,Acura,ADX,Base,36450,13
1N6ED1CM4TN622572,2026,Nissan,Frontier,S,33624,8
5J6RS4H7XTL010154,2026,Honda,CR-V,EX-L,36843,5
JTM7ERAV9TJ005498,2026,Toyota,RAV4 Plug-in Hybrid,SE,45964,0
W1KAF4HB2TR330972,2026,Mercedes-Benz,C-Class Sedan,C 300,54163,7
W1KAF4HB4TR318970,2026,Mercedes-Benz,C-Class Sedan,C 300,62303,0
LRBFZMR41TD025434,2026,Buick,Envision,Preferred,43440,2
1FMUK8DH4TGB32843,2026,Ford,Explorer,Active,44792,1
3C4PJMB25TT219464,2026,Jeep,Cherokee,Laredo,39820,16
4S4GUHU60T3714404,2026,Subaru,Crosstrek,Wilderness,36057,4
5NMP5DGL2TH200518,2026,Hyundai,Santa Fe,Calligraphy,49570,17
ZFF02RPA2N0272541,2022,Ferrari,Portofino,M,259999,13632
1C4GJXAN1MW626366,2021,Jeep,Wrangler,Willys,23376,80367
7FARW2H92NE055566,2022,Honda,CR-V,Touring,27795,50105
2FMPK4K98PBA23901,2023,Ford,Edge,Titanium,22980,42245
19UDE2F77LA000662,2020,Acura,ILX,Premium,19922,58576
3GNCJPSB1LL179858,2020,Chevrolet,Trax,LT,14226,70154
3FTTW8NA4TRA50707,2026,Ford,Maverick,Tremor,42019,2
KNAG44J82T5449537,2026,Kia,K5,GT,36190,16
W1NKM8HB7TF586935,2026,Mercedes-Benz,GLC,AMG GLC43,80948,0
1FMUK8HH8TGB65483,2026,Ford,Explorer,Platinum,54023,3
KNDJ23AU7S7254946,2025,Kia,Soul,LX,18491,34845
WP0AC2A76AL090998,2010,Porsche,Panamera,Turbo,null,52970
1FMEE5JR9NLA50981,2022,Ford,Bronco 4-Door,Raptor,60962,23658
1FTEX1EP9KFC04762,2019,Ford,F-150,XL,18076,136448
1GKENNKS7TJ344849,2026,GMC,Acadia,Elevation,49550,3
1FTFW4L51TFB08541,2026,Ford,F-150,Tremor,61085,100
19UDE4H37TA008346,2026,Acura,Integra,A-Spec,37845,11
1FTBW9C84TKB13696,2026,Ford,Transit Van,Base,55268,4
5FNYG1H34TB025508,2026,Honda,Pilot,Sport,45790,5
3FMTK3SU3TMA01018,2026,Ford,Mustang Mach-E,Premium AWD,58890,8
5UX23EU06T9300017,2026,BMW,X5,40i,77288,0
JN8BT3DD4TW473386,2026,Nissan,Rogue,Platinum,37432,10
3N8AP6BE7TL411113,2026,Nissan,KICKS,S,24755,0
1GC4KVEY6TF272397,2026,Chevrolet,Silverado 3500HD,High Country,91340,null
1C4SJVBTXNS157203,2022,Jeep,Wagoneer,Series II,35992,79332
3FADP0L34BR308669,2011,Ford,Fusion,Hybrid,6967,63162
1FMCU0H9XDUC53714,2013,Ford,Escape,SEL,7621,145105
1FTFW3L89SKE61751,2025,Ford,F-150,XLT,43962,12654
3N1CP5DV8PL538134,2023,Nissan,Kicks,SR,22588,16404
KMUHEESC5TU341719,2026,GENESIS,GV80,Prestige,85290,10
3FTCW8PA5TRA19074,2026,Ford,Maverick,Lobo Premium,41698,20
3N8AP6CE0TL403174,2026,Nissan,KICKS,SV,25055,1
KL77LJEP7TC106950,2026,Chevrolet,Trax,RS,27575,10
WDDHF8JBXGB285973,2016,Mercedes-Benz,E-Class,E350 Sport,12713,112928
3C6RRFFGXT4185655,2026,RAM,Ram 1500 Pickup,Big Horn/Lone Star,51573,19
5J8TC2H57TL018600,2026,Acura,RDX,Technology Package,49750,39
KMTG54SE1TU176196,2026,GENESIS,G70,Sport Prestige,57495,0
KMHL24JA0TA556387,2026,Hyundai,Sonata,SE,25673,5
2C3CDANP8TR245852,2026,Dodge,Charger,R/T,54440,null
5UX53GP08T9478550,2026,BMW,X3,30,57663,0
3FTTW8JA7TRA68219,2026,Ford,Maverick,XLT,36788,10
1FMUK8KH1TGB90556,2026,Ford,Explorer,ST-LINE,51140,null
5NMP5DGL2TH182036,2026,Hyundai,Santa Fe,Calligraphy,50513,16
LRBFZMR40TD062894,2026,Buick,Envision,Preferred,44945,0
3CZRZ2H72TM774496,2026,Honda,HR-V,EX-L,32237,5
LRBFZSR4XTD040521,2026,Buick,Envision,Avenir,48150,10
JN8AZ3CC8T9624229,2026,INFINITI,QX80,Autograph,100624,5
3FTTW8A31TRA60148,2026,Ford,Maverick,XL,30128,10
JTEKU5JR5R6220246,2024,Toyota,4Runner,Limited,44908,62063
1GCPTDEK2T1248241,2026,Chevrolet,Colorado,Z71,47915,0
7FARS6H91TE129706,2026,Honda,CR-V,Sport Touring,44000,5
3KPFT4DE4TE318066,2026,Kia,K4,LXS,24635,5
7FARS6H57TE126533,2026,Honda,CR-V,Sport,36835,8
1GYS9FKL6TR340045,2026,Cadillac,Escalade,Sport,120675,null
1GB2ALE79TF182896,2026,Chevrolet,Silverado 2500HD,Work Truck,68529,94
3GNKBBRA7KS682128,2019,Chevrolet,Blazer,1LT,16966,86313
1FMCU9J96EUA82704,2014,Ford,Escape,Titanium,14995,55352
SALKP9FU6TA374672,2026,Land Rover,Range Rover,SE,116945,1
3MW89FF00P8D32701,2023,BMW,3 Series,330i,34838,21870
2T2BCMEA3RC014871,2024,Lexus,RX Hybrid,500h,63020,23462
5NPE34AF3FH201054,2015,Hyundai,Sonata,Sport,11713,51816
1GNS6SKD4TR254854,2026,Chevrolet,Tahoe,Premier,85042,15
JF2BUPED4TY529301,2026,Subaru,Outback,Touring,44926,null
3FTTW8B33TRA46007,2026,Ford,Maverick,XL,31660,22
W1Y4NCHY8TT613898,2026,Mercedes-Benz,Sprinter Cargo Van,Base,75587,2
5NMP1DG12TH079032,2026,Hyundai,Santa Fe,SE,37521,10
JM3KFBCM8S0750502,2025,Mazda,CX-5,S Preferred package,30513,3917
2GNAXVEX6L6277791,2020,Chevrolet,Equinox,LT,19349,66865
3VVGR7RM1TM067096,2026,Volkswagen,Tiguan,SE R-LINE BLACK,37791,9
KNAG64J7XT5460156,2026,Kia,K5,GT-Line,31433,10
1GYKNDR44TZ104802,2026,Cadillac,XT5,Premium Luxury,51203,4465
1FTFW3L56TKD89396,2026,Ford,F-150,XLT,58683,10
1FD9X4HN9TEE11362,2026,Ford,F-450 Super Duty Chassis Cab,XL,83328,4
W1N4M4HB2TW489692,2026,Mercedes-Benz,GLB,GLB 250,51248,10
2HGFE1E58TH476987,2026,Honda,Civic,Si,33557,3
1GNERGKS5TJ308144,2026,Chevrolet,Traverse,LT,45790,4
1V2KE2CA7PC213688,2023,Volkswagen,Atlas Cross Sport,SE w/Tech,32408,43388
YV4L12UMXT2773633,2026,Volvo,XC40,Ultra,50497,7
WP1AB2A50LLB37767,2020,Porsche,Macan,S,35999,46776
3GCUDHEL3PG326114,2023,Chevrolet,Silverado 1500,ZR2,57139,20965
3C4NJDBN3TT159251,2026,Jeep,Compass,Altitude,28682,6280
1C6RJTEG6TL186701,2026,Jeep,Gladiator,Mojave X,64925,0
1FMCU9GN1TUA42662,2026,Ford,Escape,Active,27444,5
1FTEX2LP0TKD11166,2026,Ford,F-150,STX,44574,10
2GCUKEED4T1169855,2026,Chevrolet,Silverado 1500,RST,59412,8
4JGFD6BB3TB581613,2026,Mercedes-Benz,GLE Coupe,GLE 53 AMG,100357,10
1C4SJSBP2TS168839,2026,Jeep,Grand Wagoneer L,Limited Altitude,74945,3
1C6SRFJT8MN780100,2021,RAM,Ram 1500 Pickup,Laramie,30377,80400
1V2DE2CA9SC219008,2025,Volkswagen,Atlas Cross Sport,SE,32492,8908
3C4NJDCN4ST556237,2025,Jeep,Compass,Limited,26503,5733
1C4RJFBG3FC651552,2015,Jeep,Grand Cherokee,Limited,18251,54808
WVW3E7CD3TW161269,2026,Volkswagen,Golf GTI,SE,41268,10
W1NKM4HB9TF589652,2026,Mercedes-Benz,GLC,Base,57485,6
WBX73EF07T5695307,2026,BMW,X1,28i,51345,null
4S4GUHU64T3753884,2026,Subaru,Crosstrek,Wilderness,39064,4
W1KMK6CB9TF120902,2026,Mercedes-Benz,CLE,AMG 53,110462,7
WBA63DA02TCW43733,2026,BMW,4 Series,430i,48768,10894
3KPF44AC2RE697416,2024,Kia,Forte,GT,20990,25270
7MUFBABG0TV108050,2026,Toyota,Corolla Cross,SE,34029,null
1FMEE0RR4TLB05230,2026,Ford,Bronco 4-Door,Raptor,84675,null
KMUHEESC3TU338446,2026,GENESIS,GV80,Prestige,85695,16
1HGCY2F70TA035207,2026,Honda,Accord,Hybrid Sport-L,37102,0
5NMJBCDE8TH730426,2026,Hyundai,Tucson,SEL,31785,null
3CZRZ2H59VM706407,2027,Honda,HR-V,Sport,31805,0
1FMCU9GN5TUA21975,2026,Ford,Escape,Active,31473,5
3GKALZEG5TL491084,2026,GMC,Terrain,Denali,44149,4
4JGFB4FB5TB497619,2026,Mercedes-Benz,GLE,GLE350,76162,10
